Id,Precinct,Violation,2007,2008,2009,2010,2011,2012,2013,2014,2015
8877,88,RED LIGHT (DISOBEY),0,0,0,3,2,0,0,0,0
8878,88,VENDOR: (OTHER),0,0,7,4,2,0,0,0,0
8879,88,INSURANCE STAMP EXPIRED,2,1,5,4,1,1,4,2,0
8880,88,NO BUSINESS CERTIFICATE,0,0,0,0,0,0,0,2,3
8881,88,KEY IN IGNITION,0,0,0,0,0,1,0,3,2
8882,88,OTHER SANITARY CODE,0,0,1,2,0,0,1,0,0
8883,88,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),0,0,1,0,0,0,0,0,0
8884,88,IMPROPER STICKER,0,0,2,0,0,0,0,0,0
8885,88,PANHANDLING,4,0,4,2,0,0,1,2,0
8886,88,UNATTENDED VEHICLE (ENGINE RUNNING),1,0,0,0,0,0,0,1,0
8887,88,PICK-UP FARE IN BUS STOP,0,2,1,0,0,0,2,0,0
8888,88,TAXI-NO METER,0,0,1,0,0,0,0,0,0
8889,88,ONE WAY STREET,1,0,0,0,0,0,0,1,0
8890,88,VENDOR:RESTRICTIONS ON PLACMENT VEHICLE/PUSHCARTS,0,0,2,0,0,1,0,0,0
8891,88,DOG: FAILURE TO REMOVE CANINE WASTE,13,12,9,14,8,12,9,10,5
8892,88,"IMITATION PISTOL/AIR RIFLE, POSSESSION OF",1,1,0,4,2,6,0,0,0
8893,88,DOG: NO VACCINATION,3,0,0,1,1,2,0,0,0
8894,88,IMPROPER TURN,0,0,0,0,0,1,0,0,0
8895,88,GRAFFITI,0,0,0,0,0,1,1,0,0
8896,88,PICK UP HAIL IN BUS STOP,5,1,2,6,6,3,8,1,0
8897,88,"SCHOOL BUS, PASSING STOPPED",0,1,0,1,0,0,0,0,0
8898,88,IDLING OF VEHICLE,2,2,1,5,2,8,0,5,2
8899,88,CONSUMPTION OF ALCOHOL IN PARK,8,6,31,34,14,14,3,4,0
8900,88,TOW:UNAUTHORIZED REMOVAL OF VEHICLE,0,0,0,0,0,0,2,0,0
8901,88,TOW TRUCK VIOLATIONS (OTHER),0,0,0,0,0,0,0,1,0
8902,88,BIKE IN PARK,0,0,0,0,0,0,0,4,0
8903,88,OTHER NYS WORK COMPENSATION,0,0,0,0,0,0,8,0,0
8904,88,NO SMOKING SIGNS NOT POSTED,27,3,4,1,0,1,0,1,1
8905,88,SMOKING IN ELEVATOR,45,26,20,26,10,8,10,5,4
8906,88,UNAUTHORIZED RADIO,4,1,0,1,0,0,1,0,0
8907,88,LOITERING (GAMBLING),13,6,2,9,0,11,1,15,0
8908,88,IN PUBLIC UNDER DRUGS,1,1,0,0,0,0,0,0,0
8909,88,NO MEDALLION,0,0,0,1,0,0,1,0,0
8910,88,OPEN FIRE,0,0,2,8,3,0,1,1,0
8911,88,LOITERING (SCHOOL),3,7,3,2,10,33,10,6,1
8912,88,DRIVE ON SIDEWALK,0,0,0,11,3,2,0,0,0
8913,88,"FIREWORKS, POSSESS/USE",0,0,0,1,0,2,0,6,0
8914,88,FIRE WITHOUT PERMIT,0,1,0,0,0,0,0,0,0
8915,88,AGGRAVATED UNLICENSED OPERATOR,1,0,0,1,1,2,4,2,1
8916,88,FAIL TO YIELD FOR EMERGENCY VEHICLE,0,1,0,0,0,0,0,0,0
8917,88,PROMOTING EXPOSURE,3,0,0,0,0,0,0,0,0
8918,88,DOG IN PARK,1,0,3,0,0,3,1,1,0
8919,88,VENDOR: OVERSIZE TABLE,0,0,0,0,0,1,0,0,0
8920,88,PICK UP FROM BUS STOP,0,0,1,0,2,0,0,1,0
8921,88,BARE HAND CONTACT (FOOD),0,0,0,0,0,1,0,0,0
8922,88,NON PAYMENT OF FARE (BUS),0,0,1,0,0,0,0,0,0
8923,88,OPEN HYDRANT,0,0,0,1,1,0,0,0,0
8924,88,DUMPING,0,0,1,1,3,0,0,0,0
8925,88,CRUISING,0,0,0,0,0,2,0,0,0
8926,88,NON PAYMENT OF FARE (OTHER),0,0,0,0,0,0,1,0,0
8927,88,WINDSHIELD WASHERS,0,0,1,0,0,0,0,0,0
8928,88,LOITERING (BEGGING),2,0,0,0,0,0,0,0,0
8929,88,LOITERING (UNCLASSIFIED),1,1,0,0,0,0,0,0,0
8930,88,LOITERING (TRANSPORTATION FACILITY),0,0,0,0,0,0,1,0,0
8931,88,OBSTRUCTED VIEW,0,0,0,0,1,0,0,0,0
8932,88,MOTORCYCLE HELMET REQUIRED,0,0,0,0,1,0,0,0,0
8933,88,TOW:SOLICITING TOW AT SCENE OF ACCIDENT,0,0,0,3,0,0,0,0,0
8934,88,"RIFLE, SHOTGUN, AMMO SALE OR PURCHASE",0,0,0,1,0,0,0,0,0
8936,90,CONSUMPTION OF ALCOHOL,2856,5619,4793,5254,6323,5187,3685,3410,455
8937,90,CRUISING PROHIBITED - MEDALLION,15,11,15,0,6,3,3,1,1
8938,90,DEFECTIVE BREAKLIGHT,0,0,1,0,0,0,0,0,0
8939,90,DEFECTIVE HEADLIGHT,0,0,0,0,0,0,1,0,0
8940,90,DISORDERLY CONDUCT,1854,2234,1960,1375,1292,968,1140,594,131
8941,90,INADEQUATE MOTOR VEHICLE EQUIPMENT,0,0,2,1,0,0,0,0,0
8942,90,PARKING A VEHICLE EXCEEDING 12 INCHES FROM CURB,0,0,1,0,0,0,0,0,0
8943,90,EXPOSURE OF PERSON,25,20,23,15,11,8,7,5,0
8944,90,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,1,291,266,351,113,166,44,0,0
8945,90,LITTERING,166,393,332,245,230,161,209,178,29
8946,90,"MARIJUANA, POSSESSION OF",103,147,171,149,162,155,119,109,49
8947,90,NO CERTIFICATE OF AUTHORITY,2,1,3,1,0,1,16,5,0
8948,90,NO CHAUFFEURS LICENSE (CLASS E),36,63,69,15,45,11,19,4,1
8949,90,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,32,57,17,7,25,12,4,0,0
8950,90,NO TAX STAMP,57,46,219,79,58,36,41,2,0
8951,90,OBSTRUCTING TRAFFIC,1,0,0,0,0,0,0,0,0
8952,90,OTHER ADMINISTRATIVE CODE,331,328,307,250,348,97,535,364,41
8953,90,OTHER HEALTH CODE,53,12,10,9,3,2,29,14,1
8954,90,OTHER NYS TRANSPORTATION,42,3,1,3,4,14,129,184,7
8955,90,OTHER TAX LAW,28,12,7,7,4,2,14,5,4
8956,90,OTHER TRAFFIC REGULATIONS,14,17,16,15,13,9,11,12,9
8957,90,OTHER VEHICLE TRAFFIC LAW,33,63,52,26,26,3,64,73,21
8958,90,OVERWEIGHT (VEHICLE),0,0,0,0,0,15,0,0,0
8959,90,PAVEMENT MARKING (DISOBEY),0,0,0,1,0,0,0,0,0
8960,90,RECKLESS DRIVING,213,273,363,203,226,134,127,112,23
8961,90,TRESPASS,263,301,226,296,326,316,421,346,30
8962,90,UNINSPECTED VEHICLE,1,0,2,1,0,0,0,0,0
8963,90,UNINSURED VEHICLE,8,5,6,7,5,0,2,4,0
8964,90,UNREGISTERED VEHICLE,19,47,14,4,3,1,6,65,14
8965,90,URINATING IN PUBLIC,423,938,726,893,968,1306,1073,942,194
8966,90,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,32,15,5,4,2,4,11,4,0
8967,90,VENDOR: UNLICENSED,256,90,145,373,264,250,160,4,1
8968,90,INDETERMINABLE,64,76,220,36,51,8,68,47,8
8969,90,FAILURE TO COMPLY WITH SIGN,236,646,323,434,264,280,147,273,26
8970,90,HIGHWAY USE TAX (NEW YORK STATE),6,0,1,0,0,1,4,0,0
8971,90,NOISE (UNREASONABLE),55,106,192,68,108,64,86,99,9
8972,90,OTHER PENAL LAW,17,22,15,6,11,8,8,5,1
8973,90,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),247,260,305,275,136,262,286,177,1
8974,90,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,24,25,52,79,49,41,16,4,2
8975,90,SPITTING IN PUBLIC,43,94,71,41,65,60,55,40,4
8976,90,UNLICENSED OPERATOR,8,0,7,2,4,2,0,1,0
8977,90,BICYCLE INFRACTION (COMMERCIAL),0,7,4,2,2,3,3,4,1
8978,90,DOING BUS WITH OTHER NAME,1,0,0,0,0,1,2,3,0
8979,90,IMPROPER PLATES,11,0,1,3,0,0,0,0,0
8980,90,"KNIFE, ANY IN PUBLIC VIEW",60,156,237,60,123,29,36,14,3
8981,90,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,12,1,0,2,0,1,11,9,0
8982,90,FAIL TO COMPLY WITH ORDER,0,1,0,1,1,0,0,0,0
8983,90,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,6,25,10,4,4,2,2,3,2
8984,90,SAFETY BELT (ADULT),0,0,0,0,1,0,1,0,0
8985,90,UNINSURED VEHICLES FOR HIRE,9,21,7,1,0,0,0,2,0
8986,90,OTHER PARK REGULATIONS,27,137,34,61,47,85,204,116,3
8987,90,ACCEPT ON HAIL,13,22,19,3,85,9,10,1,1
8988,90,IMPROPER REGISTRATION,2,0,0,0,0,1,0,0,0
8989,90,OTHER TRANSIT REGULATIONS,1,6,10,0,1,5,10,0,0
8990,90,UNDERAGE DRINKING,24,45,50,29,16,22,20,13,0
8991,90,NO TRIP SHEET,2,1,5,3,16,1,25,4,2
8992,90,POSSESSION OF KNIFE,26,24,26,47,36,28,10,4,1
8993,90,REVOKED REGISTRATION,0,21,3,7,1,0,19,34,5
8994,90,UNAUTHORIZED POSTING,10,22,37,22,18,32,6,15,0
8995,90,INVALID PROOF OF INSURANCE,0,1,1,0,0,0,0,5,8
8996,90,NO SECURITY GUARD LICENSE,2,1,0,8,0,1,18,11,2
8997,90,NOISE (DEVICE),1,18,14,5,1,4,0,5,0
8998,90,OTHER TAXI LIMOUSINE COMMISSION,7,8,4,0,2,1,4,1,0
8999,90,SALE OF ALCOHOL TO A MINOR,1,0,0,1,0,2,16,0,0
9000,90,SOUND REPRODUCTION DEVICE-NO PERMIT,2,0,1,1,0,0,0,0,0
9001,90,HARASSMENT 2,6,10,12,3,3,1,4,0,0
9002,90,NOISE (HORN/ALARM),9,4,6,4,15,4,2,1,2
9003,90,DISORDERLY PERSON IN PARK,0,15,0,1,0,0,0,0,0
9004,90,DOG: UNLEASHED,102,220,92,109,110,83,75,52,1
9005,90,DOG: UNLICENSED,20,81,44,74,69,31,5,2,0
9006,90,FAILURE TO SURRENDER LICENSE OR REGISTRATION,1,1,0,0,0,0,0,0,0
9007,90,OBSTRUCTED VIEW OF PREMISE,4,0,0,1,0,4,23,4,1
9008,90,OTHER ALCOHOL BEVERAGE CONTROL LAWS,33,24,26,14,11,20,197,62,19
9009,90,"UNAUTHORIZED SIGNS (TAXI, CAR SERVICE)",0,2,3,3,5,5,12,0,0
9010,90,UNLICENSED SALE OF ALCOHOL,6,3,3,2,8,5,34,6,1
9011,90,CONSUMPTION OF ALCOHOL IN VEHICLE,5,0,0,0,1,0,1,4,0
9012,90,BICYCLE ON SIDEWALK,690,2544,1451,1185,1853,804,977,316,15
9013,90,OTHER BUSINESS LAW,3,5,5,0,0,0,0,0,0
9014,90,UNLAWFULLY POSTING ADVERTISEMENTS,4,2,3,2,6,3,6,4,0
9015,90,BOX CUTTER,15,19,22,18,14,7,9,3,4
9016,90,LITTERNG,4,0,2,3,3,5,2,1,0
9017,90,OTHER NAVIGATION LAW,0,0,0,0,3,0,0,0,0
9018,90,SEX IN PARK,3,5,3,0,0,3,0,0,0
9019,90,VENDING: NO TAX STAMP,0,1,2,0,0,0,0,0,0
9020,90,FIREWORKS,3,4,3,9,0,1,2,2,0
9021,90,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,0,1,0,0,0,0,0,0,0
9022,90,FOOD PROTECTION/STORAGE/TRANSPORTATION,0,4,9,2,1,0,1,0,0
9023,90,UNLICENSED VEHICLE FOR HIRE,118,89,66,31,71,35,117,83,15
9024,90,ILLEGAL BOTTLE CLUB,3,1,1,2,2,1,13,2,1
9025,90,LOITERING (SEXUAL CONDUCT),2,1,0,0,0,0,0,0,0
9026,90,POSSESSION OF MACE,1,1,3,0,1,0,0,0,0
9027,90,VENDING ON PARKING METER,0,0,1,0,3,1,0,0,0
9028,90,UNLICENSED CABARET,0,0,0,0,2,1,2,1,0
9029,90,URINATE/DEFICATE IN PARK,4,8,2,2,2,1,0,0,0
9030,90,BICYCLE (OTHER),1,0,0,0,0,0,0,0,0
9031,90,NO PREGNANCY WARNING SIGN,3,1,1,0,0,3,5,2,0
9032,90,JAYWALKING,3,4,10,0,1,3,2,37,24
9033,90,RED LIGHT (DISOBEY),0,0,0,2,1,2,0,0,0
9034,90,VENDOR: (OTHER),0,0,2,0,0,1,2,1,0
9035,90,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,0,0,0,0,0,0,2,46,44
9036,90,INSURANCE STAMP EXPIRED,3,4,0,1,3,1,1,1,0
9037,90,NO BUSINESS CERTIFICATE,4,2,5,5,0,3,19,8,1
9038,90,KEY IN IGNITION,0,3,23,1,5,4,2,3,0
9039,90,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),1,0,0,0,0,0,0,1,0
9040,90,AFTER HOURS CONSUMPTION,2,3,0,1,0,1,5,5,1
9041,90,IMPROPER STICKER,0,0,1,0,0,0,1,0,0
9042,90,PANHANDLING,7,3,8,18,4,11,25,4,0
9043,90,UNATTENDED VEHICLE (ENGINE RUNNING),1,0,1,0,0,0,0,0,0
9044,90,TAXI-NO METER,0,0,1,0,0,0,0,0,0
9045,90,VENDOR:RESTRICTIONS ON PLACMENT VEHICLE/PUSHCARTS,0,0,0,0,0,6,2,1,0
9046,90,DOG: FAILURE TO REMOVE CANINE WASTE,11,45,39,27,26,22,17,18,0
9047,90,"IMITATION PISTOL/AIR RIFLE, POSSESSION OF",2,2,3,0,2,1,1,2,0
9048,90,DOG: NO VACCINATION,4,5,0,7,2,1,0,0,0
9049,90,VENDOR: FAIL TO DISPLAY PERMIT,0,0,5,0,0,0,2,14,0
9050,90,GRAFFITI,8,5,3,1,1,1,2,1,0
9051,90,PICK UP HAIL IN BUS STOP,0,0,0,0,0,0,22,1,0
9052,90,SMOKING IN TRAIN STATION,8,1,2,1,0,0,1,0,0
9053,90,LOITERING (MASKED/DISGUISE),0,0,0,0,0,0,0,1,0
9054,90,OTHER ENVIRONMENTAL CONSERVATION LAW,0,0,0,0,3,0,0,0,0
9055,90,IDLING OF VEHICLE,8,12,32,4,8,6,11,14,7
9056,90,CONSUMPTION OF ALCOHOL IN PARK,10,31,18,27,17,14,13,5,0
9057,90,TOW:UNAUTHORIZED REMOVAL OF VEHICLE,0,0,0,0,0,0,0,1,0
9058,90,TOW TRUCK VIOLATIONS (OTHER),0,0,0,1,1,0,10,11,2
9059,90,BIKE IN PARK,0,11,3,0,0,0,1,1,1
9060,90,DISOBEY TRANSIT SIGN,0,0,0,0,1,1,0,0,0
9061,90,NO SMOKING SIGNS NOT POSTED,26,9,2,2,4,3,4,1,0
9062,90,SMOKING IN ELEVATOR,8,67,19,15,17,2,21,8,3
9063,90,UNAUTHORIZED RADIO,1,0,0,0,1,0,0,0,0
9064,90,LOITERING (GAMBLING),15,9,5,1,36,1,0,5,0
9065,90,IN PUBLIC UNDER DRUGS,2,2,4,0,0,0,0,0,0
9066,90,STOP SIGN,0,0,0,0,0,0,1,0,0
9067,90,NO MEDALLION,4,0,1,0,0,0,0,0,0
9068,90,OPEN FIRE,1,3,4,13,8,7,4,10,0
9069,90,LOITERING (SCHOOL),12,6,1,1,11,18,10,9,0
9070,90,DRIVE ON SIDEWALK,0,1,2,2,0,1,0,0,0
9071,90,"FIREWORKS, POSSESS/USE",5,9,6,3,11,26,11,9,0
9072,90,FIRE WITHOUT PERMIT,0,1,0,0,0,1,2,4,0
9073,90,AGGRAVATED UNLICENSED OPERATOR,0,3,11,6,3,1,4,4,0
9074,90,FAIL TO YIELD FOR EMERGENCY VEHICLE,0,0,0,1,2,0,0,1,0
9075,90,PROMOTING EXPOSURE,1,0,3,0,0,0,2,1,0
9076,90,DOG IN PARK,3,4,7,2,0,1,0,1,0
9077,90,VENDOR: OVERSIZE TABLE,0,0,0,0,0,1,0,0,0
9078,90,PICK UP FROM BUS STOP,1,0,0,0,0,0,0,0,0
9079,90,CROSSWALK,0,0,0,0,0,0,0,2,0
9080,90,BARE HAND CONTACT (FOOD),0,0,0,0,0,0,1,0,0
9081,90,NON PAYMENT OF FARE (BUS),1,7,7,2,2,0,0,0,0
9082,90,OPEN HYDRANT,2,2,0,1,0,2,0,0,0
9083,90,FAILURE TO YIELD AT INTERSECTION,1,0,0,1,0,0,0,0,0
9084,90,DUMPING,3,1,2,1,3,0,0,0,0
9085,90,BICYCLE NO SAFETY HELMET,1,1,1,2,0,0,0,0,0
9086,90,OFFENSIVE EXHIBITION,1,1,0,0,0,0,0,0,0
9087,90,IMPROPER ENTRANCE/EXIT,2,0,0,0,2,0,0,0,0
9088,90,CRUISING,0,0,0,0,1,0,0,1,0
9089,90,LOITERING (UNCLASSIFIED),0,1,0,0,0,0,0,0,0
9090,90,UNAUTHORIZED COLOR (TAXI YELLOW),0,1,1,0,0,0,0,0,0
9091,90,LOITERING (TRANSPORTATION FACILITY),0,0,0,0,0,0,1,0,0
9092,90,UNAUTHORIZED TAXI FOR HIRE,1,0,0,0,0,1,0,0,0
9093,90,MOTORCYCLE (OTHER),0,0,1,1,0,0,0,0,0
9094,90,UNSAFELY BACKING,0,0,1,0,0,0,0,0,0
9095,90,MOTORCYCLE HELMET REQUIRED,0,0,3,0,0,0,0,0,0
9096,90,U-TURN,0,0,1,0,0,0,0,0,0
9097,90,PRACTICE OF BARBERING WITHOUT A LICENSE,1,3,0,0,0,0,0,0,0
9098,90,FAILED TO DISPLAY BARBER LICENSE,3,0,1,0,0,0,4,0,0
9099,90,NO STANDING,0,1,0,0,0,0,0,0,0
9100,90,UNLAWFUL PREVENTION OF PUBLIC ACCESS TO RECORDS,0,0,1,0,0,0,0,0,0
9101,90,TOW:SOLICITING TOW AT SCENE OF ACCIDENT,0,0,0,2,0,0,2,3,0
9102,90,FOLLOWING TOO CLOSELY,0,0,1,0,0,0,0,0,0
9103,90,"RIFLE, SHOTGUN, AMMO SALE OR PURCHASE",1,1,1,0,0,0,0,0,0
9104,90,TOW:PD RADIO/SCANNER-TOW TRUCK/ON PERSON,0,0,0,0,0,0,2,0,0
9105,90,NO BARBERS LICENSE,2,0,0,0,0,0,3,0,0
9107,94,BROKEN WINDSHIELD,1,2,1,0,0,0,0,0,0
9108,94,CONSUMPTION OF ALCOHOL,1998,1481,1249,1556,1377,1797,1430,1272,98
9109,94,CRUISING PROHIBITED - MEDALLION,2,1,1,2,1,3,10,11,0
9110,94,DEFECTIVE BREAKLIGHT,1,1,1,2,1,0,0,0,0
9111,94,DEFECTIVE HEADLIGHT,1,0,0,2,0,0,0,0,0
9112,94,DISORDERLY CONDUCT,332,264,314,218,176,160,158,144,21
9113,94,INADEQUATE MOTOR VEHICLE EQUIPMENT,2,14,11,9,0,0,0,0,0
9114,94,PARKING A VEHICLE EXCEEDING 12 INCHES FROM CURB,0,0,0,0,0,1,0,0,1
9115,94,EXPOSURE OF PERSON,8,8,2,0,1,1,0,0,0
9116,94,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,0,668,1390,609,725,529,167,186,0
9117,94,LITTERING,23,14,10,19,21,27,23,27,6
9118,94,"MARIJUANA, POSSESSION OF",27,33,26,37,25,19,29,23,3
9119,94,NO CERTIFICATE OF AUTHORITY,1,9,0,5,0,0,0,0,0
9120,94,NO CHAUFFEURS LICENSE (CLASS E),43,43,15,2,10,3,8,5,0
9121,94,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,33,36,49,19,19,8,7,7,7
9122,94,NO TAX STAMP,314,395,260,91,44,38,36,21,1
9123,94,OBSTRUCTING TRAFFIC,0,1,0,0,0,1,3,1,1
9124,94,OTHER ADMINISTRATIVE CODE,199,149,27,43,33,63,128,234,49
9125,94,OTHER HEALTH CODE,38,25,21,3,0,1,2,3,1
9126,94,OTHER NYS TRANSPORTATION,2,2,9,5,1,1,353,191,42
9127,94,OTHER TAX LAW,114,8,1,0,0,0,1,2,0
9128,94,OTHER TRAFFIC REGULATIONS,4,34,24,196,11,10,12,27,1
9129,94,OTHER VEHICLE TRAFFIC LAW,26,51,67,92,25,16,14,69,6
9130,94,OVERWEIGHT (VEHICLE),0,2,0,38,0,16,0,0,0
9131,94,PAVEMENT MARKING (DISOBEY),0,0,0,0,0,0,1,0,0
9132,94,RECKLESS DRIVING,58,72,40,37,28,29,46,57,21
9133,94,TRESPASS,470,247,185,171,151,158,119,141,12
9134,94,UNINSPECTED VEHICLE,1,4,3,3,0,2,2,1,0
9135,94,UNINSURED VEHICLE,3,10,14,5,6,5,3,2,0
9136,94,UNREGISTERED VEHICLE,0,9,18,5,11,6,6,8,0
9137,94,URINATING IN PUBLIC,277,319,300,350,270,385,387,352,70
9138,94,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,9,2,0,3,1,5,13,1,0
9139,94,VENDOR: UNLICENSED,157,74,76,80,24,55,39,22,1
9140,94,INDETERMINABLE,32,2,3,3,12,3,9,2,0
9141,94,DEFECTIVE REFLECTOR,0,2,2,1,0,0,0,0,0
9142,94,FAILURE TO COMPLY WITH SIGN,103,87,6,46,25,66,78,127,23
9143,94,HIGHWAY USE TAX (NEW YORK STATE),112,28,29,4,1,1,5,5,0
9144,94,NOISE (UNREASONABLE),15,2,13,72,49,32,19,37,0
9145,94,OTHER PENAL LAW,5,1,1,0,1,3,1,1,0
9146,94,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),12,6,3,3,11,2,17,7,0
9147,94,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,42,16,6,4,8,27,13,8,5
9148,94,SPITTING IN PUBLIC,6,5,2,1,3,3,5,4,1
9149,94,UNLICENSED OPERATOR,0,9,11,3,3,1,3,1,0
9150,94,BICYCLE INFRACTION (COMMERCIAL),0,0,0,0,1,2,1,0,0
9151,94,IMPROPER PLATES,0,3,2,5,0,1,0,0,0
9152,94,"KNIFE, ANY IN PUBLIC VIEW",14,8,15,11,8,14,4,2,1
9153,94,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,5,7,1,0,5,1,0,0,0
9154,94,FAIL TO COMPLY WITH ORDER,1,0,0,0,0,0,0,0,0
9155,94,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,3,2,0,2,0,1,2,5,0
9156,94,SAFETY BELT (ADULT),0,0,0,0,0,0,0,1,0
9157,94,UNINSURED VEHICLES FOR HIRE,0,0,0,0,1,0,0,2,0
9158,94,OTHER PARK REGULATIONS,62,25,14,5,6,7,17,30,4
9159,94,ACCEPT ON HAIL,8,11,1,1,0,0,0,2,0
9160,94,OTHER TRANSIT REGULATIONS,0,1,1,5,5,1,0,0,0
9161,94,UNDERAGE DRINKING,9,3,7,9,2,6,10,3,0
9162,94,NO TRIP SHEET,1,5,2,0,0,0,1,0,0
9163,94,POSSESSION OF KNIFE,3,13,8,9,9,4,3,6,2
9164,94,REVOKED REGISTRATION,1,1,0,1,2,0,0,0,0
9165,94,UNAUTHORIZED POSTING,17,11,14,23,47,62,26,31,6
9166,94,INVALID PROOF OF INSURANCE,0,0,0,2,0,0,0,0,0
9167,94,NO SECURITY GUARD LICENSE,0,0,7,4,4,3,4,2,0
9168,94,NOISE (DEVICE),14,0,4,1,4,0,7,1,0
9169,94,OTHER TAXI LIMOUSINE COMMISSION,8,0,0,0,1,0,0,1,0
9170,94,SALE OF ALCOHOL TO A MINOR,0,1,2,3,5,4,2,6,0
9171,94,SOUND REPRODUCTION DEVICE-NO PERMIT,0,1,1,1,1,1,10,51,0
9172,94,VEHICLE IN PARK,1,1,0,0,0,0,0,0,0
9173,94,HARASSMENT 2,1,4,2,0,1,2,1,0,0
9174,94,NOISE (HORN/ALARM),1,3,0,1,0,1,5,4,0
9175,94,DISORDERLY PERSON IN PARK,3,1,0,0,0,0,0,1,0
9176,94,DOG: UNLEASHED,15,30,20,19,7,21,39,23,19
9177,94,DOG: UNLICENSED,0,3,5,0,1,1,5,1,1
9178,94,FAILURE TO SURRENDER LICENSE OR REGISTRATION,1,1,0,0,0,0,0,0,0
9179,94,OBSTRUCTED VIEW OF PREMISE,15,4,0,1,0,0,0,0,0
9180,94,OTHER ALCOHOL BEVERAGE CONTROL LAWS,20,11,22,1,5,19,4,5,2
9181,94,"UNAUTHORIZED SIGNS (TAXI, CAR SERVICE)",0,0,0,1,1,0,0,0,0
9182,94,UNLICENSED SALE OF ALCOHOL,0,1,1,2,4,1,3,0,1
9183,94,CONSUMPTION OF ALCOHOL IN VEHICLE,0,0,4,0,0,0,0,0,0
9184,94,BICYCLE ON SIDEWALK,146,70,46,53,31,114,83,19,5
9185,94,OTHER BUSINESS LAW,43,8,0,0,0,0,0,0,0
9186,94,UNLAWFULLY POSTING ADVERTISEMENTS,5,3,2,2,5,3,4,8,0
9187,94,BOX CUTTER,13,3,6,6,6,1,3,1,0
9188,94,LITTERNG,0,3,1,0,0,0,4,2,0
9189,94,OTHER NAVIGATION LAW,0,0,0,0,0,2,0,0,0
9190,94,SEX IN PARK,0,2,0,1,0,0,0,0,0
9191,94,VENDING: NO TAX STAMP,24,7,1,2,0,2,0,0,0
9192,94,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,0,0,0,0,0,0,0,7,0
9193,94,FOOD PROTECTION/STORAGE/TRANSPORTATION,0,18,14,9,7,2,0,3,0
9194,94,UNLICENSED VEHICLE FOR HIRE,69,50,9,2,12,6,24,15,3
9195,94,ILLEGAL BOTTLE CLUB,0,0,1,0,1,0,0,1,0
9196,94,LOITERING (SEXUAL CONDUCT),4,0,0,0,0,0,0,0,0
9197,94,POSSESSION OF MACE,0,0,0,0,0,0,0,1,0
9198,94,VENDING ON PARKING METER,0,0,0,0,1,17,4,1,0
9199,94,UNLICENSED CABARET,0,0,0,0,1,2,1,0,0
9200,94,URINATE/DEFICATE IN PARK,0,3,4,1,1,0,3,1,1
9201,94,NO PREGNANCY WARNING SIGN,5,4,1,1,0,0,1,0,2
9202,94,JAYWALKING,2,2,0,2,3,3,3,46,24
9203,94,RED LIGHT (DISOBEY),0,1,0,0,0,0,0,2,0
9204,94,VENDOR: (OTHER),0,0,0,9,0,16,30,3,1
9205,94,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,1,0,0,0,0,0,0,0,0
9206,94,INSURANCE STAMP EXPIRED,2,0,0,0,0,0,1,0,0
9207,94,NO BUSINESS CERTIFICATE,9,8,0,2,1,0,1,1,0
9208,94,KEY IN IGNITION,1,0,0,0,1,0,0,4,2
9209,94,OTHER SANITARY CODE,0,27,1,0,0,0,0,0,0
9210,94,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),2,1,1,0,0,0,0,0,0
9211,94,PANHANDLING,1,1,0,0,0,4,2,1,1
9212,94,PICK-UP FARE IN BUS STOP,0,1,0,0,0,0,0,23,39
9213,94,TAXI-NO METER,0,1,0,0,0,0,0,0,0
9214,94,ONE WAY STREET,1,0,0,0,0,0,0,0,0
9215,94,VENDOR:RESTRICTIONS ON PLACMENT VEHICLE/PUSHCARTS,0,0,0,8,0,5,6,1,0
9216,94,DOG: FAILURE TO REMOVE CANINE WASTE,4,0,2,2,0,1,1,2,0
9217,94,"IMITATION PISTOL/AIR RIFLE, POSSESSION OF",2,0,0,0,0,0,0,0,0
9218,94,IMPROPER TURN,1,0,0,0,0,0,0,0,0
9219,94,VENDOR: FAIL TO DISPLAY PERMIT,0,0,0,3,0,13,21,16,0
